Net plot grain weight (g),,,WEIGHT OF GRAIN YIELD PER HILL OF 20 PLANTS (G),,,,,,,,,,,,,,,,,,,,,,POD LENGTH AT 65 DAYS AFTER PLANTING (CM),,,,,,,,,,,,,,,,,,,,,,NUMBER OF POD PER PLANT AT 60 DAYS AFTER PLANTING,,,,,,,,,,,,,,,,,,,,,,POD LOAD SCORING,
Treatments,Reps,,TREATMENTS,REPS,,,,,,,,,,,,,,,,,,,,,TRTS,BLOCK/REPS,,,,,,,,,,,,,,,,,,,,,TRTS,REPS/BLOCK,,,,,,,,,,,,,,,,,,,,,TRTS,BLK/REPS
C,3,3,5,3,3,3,1,1,1,1,3,1,1,3,3,1,3,1,1,1,,C,1,3,5,3,3,5,1,3,3,1,3,5,3,3,1,5,5,1,1,3,,C,1,3,5,3,3,3,1,3,5,1,3,5,3,5,3,3,3,3,1,3,,,,,,
C,5,3,1,3,3,5,1,1,3,3,1,1,1,3,3,1,1,1,3,1,,C,5,5,3,3,3,5,3,3,3,3,1,3,5,5,5,3,5,3,1,3,,C,5,5,3,3,3,3,1,3,1,3,3,1,5,1,5,1,1,3,5,5,,,,,,
D,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,,D,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,,D,3,3,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,5,5,,,,,,
D,3,1,1,3,3,1,1,3,1,3,1,1,3,1,1,3,1,1,3,3,,D,3,3,1,3,3,3,5,3,3,3,1,3,3,1,3,3,3,3,3,1,,D,3,3,1,3,3,3,3,3,3,3,3,3,5,5,3,5,3,5,5,5,,,,,,
D,3,5,3,3,3,3,1,1,1,1,3,1,3,1,3,1,1,1,1,1,,D,3,5,3,3,3,3,1,3,3,5,3,3,1,3,3,5,3,3,3,3,,D,3,3,3,3,5,3,3,3,5,5,3,1,3,5,3,3,5,3,3,3,,,,,,
D,3,3,3,3,3,3,1,3,1,3,1,1,3,1,3,1,1,3,1,1,,D,3,3,3,3,3,5,3,1,3,1,3,3,3,3,3,3,3,1,3,3,,D,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,
E,3,0,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,,E,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,,E,3,3,3,5,1,3,3,3,5,3,3,3,3,5,3,3,5,5,3,3,,,,,,
E,1,3,5,3,3,1,1,3,1,1,1,3,3,1,1,3,5,3,3,3,,E,1,3,5,5,3,3,1,3,3,1,5,1,1,5,3,5,3,3,5,3,,E,1,3,3,3,1,3,3,5,3,3,5,3,3,3,5,3,3,3,5,3,,,,,,
E,5,3,3,3,5,5,1,3,3,3,1,1,3,1,1,3,1,1,1,1,,E,5,3,3,3,5,3,3,3,5,3,1,1,3,5,5,3,3,3,5,3,,E,5,3,3,5,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,5,,,,,,
E,3,3,3,3,5,3,1,3,1,1,3,3,1,1,1,1,3,1,3,1,,E,3,5,1,3,5,3,3,3,3,3,3,3,5,5,3,5,1,3,3,1,,E,3,5,1,3,5,3,3,3,1,3,1,3,3,3,5,3,3,3,3,3,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APHIS CRACCIVORA INFESTATION 5TH OBSERVATION,,,,,,,,,,,,,,,,,,,,,,APHIS CRACCIVORA INFESTATION 6TH OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRT,REP,,,,,,,,,,,,,,,,,,,,,TRTS,REP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3,3,3,5,3,5,3,3,3,3,3,3,5,5,5,5,3,3,5,3,,A,3,3,3,5,3,5,3,3,3,3,3,3,5,5,5,5,3,5,3,3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3,5,3,3,1,3,3,5,5,5,5,3,3,3,3,3,3,5,3,3,,A,3,5,3,3,1,3,3,5,5,3,3,5,3,3,3,5,1,3,3,3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1,3,1,3,3,1,5,5,5,3,3,5,3,1,1,3,3,3,3,5,,A,3,3,1,3,3,3,5,1,1,3,3,3,3,3,3,3,5,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3,3,3,3,5,3,1,3,1,3,1,3,3,3,3,5,3,3,3,5,,A,3,5,3,3,3,3,5,5,3,1,3,3,3,3,5,3,5,3,5,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,3,3,5,5,3,3,3,3,3,3,3,3,3,3,5,5,3,5,3,5,,B,3,3,5,5,3,3,3,3,5,3,3,3,3,3,5,5,5,3,5,5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,3,5,1,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,5,3,,B,3,5,1,3,3,5,5,3,3,3,1,3,3,1,5,5,3,3,3,3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,3,5,3,5,1,1,3,3,3,3,5,5,1,3,3,3,5,5,3,3,,B,3,5,3,5,3,3,3,3,3,3,3,3,5,3,5,3,3,3,5,1,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,3,5,3,3,3,3,1,3,1,3,3,1,3,3,3,3,3,3,3,3,,B,3,5,3,3,1,3,3,3,5,3,3,5,3,3,3,3,5,3,3,3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,3,3,3,3,5,3,3,3,5,3,3,5,3,3,3,3,3,3,5,3,,C,3,3,3,3,5,3,5,3,3,3,5,3,5,3,3,3,3,3,5,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,3,5,3,3,3,3,3,3,3,1,3,3,5,3,3,3,3,1,5,3,,C,3,5,3,3,3,3,3,3,1,3,3,5,5,3,3,1,3,3,5,3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,1,3,5,5,5,3,3,3,3,3,3,5,1,1,3,1,3,3,3,5,,C,3,5,3,3,5,5,3,5,5,5,3,3,3,3,3,3,3,3,5,5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,5,3,1,3,5,3,3,3,1,3,1,3,3,3,3,1,3,3,1,5,,C,5,5,1,3,3,5,5,5,3,1,3,3,1,3,3,3,5,3,5,5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,3,5,3,3,3,3,3,5,5,3,3,5,3,3,3,5,5,3,5,3,,D,5,3,3,3,3,5,3,5,5,5,3,3,3,5,5,5,3,3,5,3,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,3,5,3,3,3,3,3,5,3,3,3,3,3,5,3,3,1,3,1,3,,D,3,5,3,3,3,3,3,5,5,1,3,5,3,5,1,3,3,1,3,1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,1,5,3,5,3,,D,3,3,3,3,3,5,1,3,3,5,5,5,3,3,3,3,5,5,3,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,5,5,3,3,3,3,1,3,1,3,3,5,3,3,1,3,3,3,5,3,,D,3,5,5,3,3,3,3,3,1,3,3,1,5,3,1,3,5,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,5,5,3,3,3,,E,5,3,3,3,3,3,5,5,3,3,5,3,5,5,5,5,5,1,3,5,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,3,3,5,3,3,3,3,5,3,3,5,5,3,3,3,5,5,3,5,5,,E,3,3,5,3,3,3,3,5,3,1,5,3,3,5,1,3,5,3,5,3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,5,3,3,3,3,3,3,3,3,5,3,5,3,1,3,3,5,3,5,3,,E,5,3,3,3,3,3,3,5,3,5,5,3,5,3,5,5,3,5,5,3,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,3,3,3,3,3,3,3,1,3,3,3,1,5,5,3,3,3,1,3,5,,E,3,5,3,5,1,5,3,3,5,3,1,5,3,3,5,1,3,3,3,5,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
